Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
GB6 J0849+5108,00032084023,58590.42,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.66 ± 0.38,19.61 ± 0.27,18.78 ± 0.32,19.23 ± 0.23,19.36 ± 0.17,19.09 ± 0.2,(1.88 ± 0.66) × 10⁻¹³,(0.45 ± 0.11) × 10⁻¹²,(0.68 ± 0.2) × 10⁻¹²,(2.45 ± 0.52) × 10⁻¹³,(2.25 ± 0.35) × 10⁻¹³,(3.0 ± 0.55) × 10⁻¹³
GB6 J0849+5108,00032084024,58597.66,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.46 ± 0.32,19.67 ± 0.28,18.83 ± 0.32,19.05 ± 0.2,19.52 ± 0.18,19.46 ± 0.24,(2.25 ± 0.66) × 10⁻¹³,(0.42 ± 0.11) × 10⁻¹²,(0.65 ± 0.19) × 10⁻¹²,(2.9 ± 0.54) × 10⁻¹³,(1.94 ± 0.32) × 10⁻¹³,(2.13 ± 0.47) × 10⁻¹³
GB6 J0849+5108,00032084025,58611.47,132.49162,51.14139,8 49 57.9888,51 08 29.004,23.84 ± 17.84,19.65 ± 0.31,18.81 ± 0.35,19.55 ± 0.31,19.9 ± 0.26,19.7 ± 0.3,(0.4 ± 6.6) × 10⁻¹⁴,(0.43 ± 0.12) × 10⁻¹²,(0.66 ± 0.21) × 10⁻¹²,(1.84 ± 0.52) × 10⁻¹³,(1.37 ± 0.33) × 10⁻¹³,(1.71 ± 0.48) × 10⁻¹³
GB6 J0849+5108,00032084026,58618.23,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.35 ± 0.48,19.69 ± 0.44,19.03 ± 0.49,19.15 ± 0.29,19.41 ± 0.2,19.89 ± 0.33,(2.49 ± 1.11) × 10⁻¹³,(0.42 ± 0.17) × 10⁻¹²,(0.54 ± 0.24) × 10⁻¹²,(2.64 ± 0.7) × 10⁻¹³,(2.15 ± 0.39) × 10⁻¹³,(1.44 ± 0.44) × 10⁻¹³
GB6 J0849+5108,00032084027,58625.6,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.07 ± 0.89,19.56 ± 1.01,18.4 ± 0.75,21.07 ± 2.91,19.74 ± 0.55,19.69 ± 0.51,(0.32 ± 0.27) × 10⁻¹²,(0.47 ± 0.43) × 10⁻¹²,(0.96 ± 0.67) × 10⁻¹²,(0.45 ± 1.21) × 10⁻¹³,(1.6 ± 0.81) × 10⁻¹³,(1.72 ± 0.81) × 10⁻¹³
GB6 J0849+5108,00032084028,58632.19,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.47 ± 0.5,19.62 ± 0.38,19.38 ± 0.6,19.39 ± 0.33,19.58 ± 0.21,19.48 ± 0.26,(2.24 ± 1.04) × 10⁻¹³,(0.45 ± 0.16) × 10⁻¹²,(0.39 ± 0.21) × 10⁻¹²,(2.12 ± 0.64) × 10⁻¹³,(1.85 ± 0.35) × 10⁻¹³,(2.09 ± 0.49) × 10⁻¹³
GB6 J0849+5108,00032084029,58639.36,132.49162,51.14139,8 49 57.9888,51 08 29.004,20.42 ± 1.31,20.89 ± 1.45,22.46 ± 11.49,19.08 ± 0.29,20.19 ± 0.38,19.22 ± 0.25,(0.93 ± 1.13) × 10⁻¹³,(1.38 ± 1.84) × 10⁻¹³,(2.28 ± 24.15) × 10⁻¹⁴,(2.82 ± 0.74) × 10⁻¹³,(1.05 ± 0.37) × 10⁻¹³,(2.65 ± 0.6) × 10⁻¹³
GB6 J0849+5108,00032084030,58646.26,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.61 ± 0.59,19.79 ± 0.49,20.75 ± 2.53,19.87 ± 0.55,20.23 ± 0.37,19.68 ± 0.33,(1.96 ± 1.06) × 10⁻¹³,(0.38 ± 0.17) × 10⁻¹²,(1.1 ± 2.57) × 10⁻¹³,(1.36 ± 0.69) × 10⁻¹³,(1.01 ± 0.34) × 10⁻¹³,(1.74 ± 0.53) × 10⁻¹³
GB6 J0849+5108,00032084031,58787.51,132.49162,51.14139,8 49 57.9888,51 08 29.004,18.82 ± 0.59,-,17.86 ± 0.43,20.46 ± 1.44,19.52 ± 0.43,19.33 ± 0.42,(0.41 ± 0.22) × 10⁻¹²,-,(1.57 ± 0.62) × 10⁻¹²,(0.79 ± 1.05) × 10⁻¹³,(1.94 ± 0.77) × 10⁻¹³,(2.4 ± 0.94) × 10⁻¹³
GB6 J0849+5108,00032084032,58794.34,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.18 ± 0.35,21.64 ± 2.17,18.57 ± 0.39,20.46 ± 0.86,19.82 ± 0.34,20.24 ± 0.64,(2.94 ± 0.94) × 10⁻¹³,(0.69 ± 1.38) × 10⁻¹³,(0.82 ± 0.29) × 10⁻¹²,(0.79 ± 0.63) × 10⁻¹³,(1.48 ± 0.47) × 10⁻¹³,(1.04 ± 0.61) × 10⁻¹³
GB6 J0849+5108,00032084033,58801.71,132.49162,51.14139,8 49 57.9888,51 08 29.004,20.19 ± 0.63,19.47 ± 0.26,18.56 ± 0.29,19.78 ± 0.39,19.73 ± 0.24,19.24 ± 0.25,(1.15 ± 0.67) × 10⁻¹³,(0.51 ± 0.12) × 10⁻¹²,(0.83 ± 0.22) × 10⁻¹²,(1.48 ± 0.53) × 10⁻¹³,(1.6 ± 0.36) × 10⁻¹³,(2.61 ± 0.6) × 10⁻¹³
GB6 J0849+5108,00032084034,58808.84,132.49162,51.14139,8 49 57.9888,51 08 29.004,20.78 ± 0.93,19.65 ± 0.27,19.01 ± 0.36,19.39 ± 0.25,19.94 ± 0.25,20.09 ± 0.38,(0.67 ± 0.57) × 10⁻¹³,(0.43 ± 0.11) × 10⁻¹²,(0.55 ± 0.18) × 10⁻¹²,(2.13 ± 0.49) × 10⁻¹³,(1.32 ± 0.31) × 10⁻¹³,(1.2 ± 0.42) × 10⁻¹³
GB6 J0849+5108,00032084035,58815.58,132.49162,51.14139,8 49 57.9888,51 08 29.004,19.88 ± 0.47,19.66 ± 0.3,18.6 ± 0.29,20.05 ± 0.46,19.16 ± 0.16,19.09 ± 0.22,(1.54 ± 0.66) × 10⁻¹³,(0.43 ± 0.12) × 10⁻¹²,(0.8 ± 0.21) × 10⁻¹²,(1.15 ± 0.49) × 10⁻¹³,(2.71 ± 0.41) × 10⁻¹³,(2.99 ± 0.61) × 10⁻¹³
