Source Name,Observation ID,MJD,RA (deg),DEC (deg),RA (hour),DEC (hour),U Magnitude,B Magnitude,V Magnitude,W1 Magnitude,W2 Magnitude,M2 Magnitude,U Flux,B Flux,V Flux,W1 Flux,W2 Flux,M2 Flux
PKS 0235+164,00030880039,54813.64,39.66221,16.61647,2 38 38.9304,16 36 59.292,18.64 ± 0.4,18.87 ± 0.36,17.84 ± 0.33,18.86 ± 0.4,19.17 ± 0.28,18.48 ± 0.35,(0.62 ± 0.23) × 10⁻¹²,(1.08 ± 0.36) × 10⁻¹²,(1.86 ± 0.56) × 10⁻¹²,(0.48 ± 0.17) × 10⁻¹²,(0.4 ± 0.1) × 10⁻¹²,(0.82 ± 0.26) × 10⁻¹²
PKS 0235+164,00030880040,54818.53,39.66221,16.61647,2 38 38.9304,16 36 59.292,18.44 ± 0.47,18.82 ± 0.48,17.63 ± 0.36,19.38 ± 0.7,18.72 ± 0.27,19.44 ± 0.55,(0.74 ± 0.32) × 10⁻¹²,(1.13 ± 0.5) × 10⁻¹²,(2.26 ± 0.74) × 10⁻¹²,(2.97 ± 1.93) × 10⁻¹³,(0.61 ± 0.15) × 10⁻¹²,(0.34 ± 0.17) × 10⁻¹²
PKS 0235+164,00090083001,55087.36,39.66221,16.61647,2 38 38.9304,16 36 59.292,-,-,-,19.27 ± 0.12,-,-,-,-,-,(0.33 ± 0.04) × 10⁻¹²,-,-
PKS 0235+164,00030880041,55098.44,39.66221,16.61647,2 38 38.9304,16 36 59.292,18.65 ± 0.27,18.9 ± 0.25,17.77 ± 0.23,19.16 ± 0.32,19.69 ± 0.28,19.19 ± 0.31,(0.61 ± 0.15) × 10⁻¹²,(1.05 ± 0.24) × 10⁻¹²,(1.99 ± 0.41) × 10⁻¹²,(0.36 ± 0.11) × 10⁻¹²,(2.48 ± 0.64) × 10⁻¹³,(0.43 ± 0.12) × 10⁻¹²
PKS 0235+164,00090083002,55117.75,39.66221,16.61647,2 38 38.9304,16 36 59.292,-,-,-,19.29 ± 0.11,-,-,-,-,-,(0.32 ± 0.03) × 10⁻¹²,-,-
PKS 0235+164,00030880042,55135.05,39.66221,16.61647,2 38 38.9304,16 36 59.292,19.52 ± 0.45,20.43 ± 0.76,19.12 ± 0.56,19.53 ± 0.34,19.94 ± 0.27,20.09 ± 0.46,(2.72 ± 1.12) × 10⁻¹³,(2.56 ± 1.8) × 10⁻¹³,(0.57 ± 0.3) × 10⁻¹²,(2.57 ± 0.8) × 10⁻¹³,(1.97 ± 0.49) × 10⁻¹³,(1.88 ± 0.8) × 10⁻¹³
PKS 0235+164,00030880043,55142.09,39.66221,16.61647,2 38 38.9304,16 36 59.292,19.4 ± 0.4,19.63 ± 0.37,19.18 ± 0.58,19.53 ± 0.34,20.23 ± 0.31,19.31 ± 0.27,(3.05 ± 1.13) × 10⁻¹³,(0.54 ± 0.18) × 10⁻¹²,(0.54 ± 0.29) × 10⁻¹²,(2.59 ± 0.8) × 10⁻¹³,(1.52 ± 0.44) × 10⁻¹³,(0.38 ± 0.1) × 10⁻¹²
PKS 0235+164,00030880044,55155.15,39.66221,16.61647,2 38 38.9304,16 36 59.292,19.77 ± 0.74,19.06 ± 0.32,17.93 ± 0.28,18.85 ± 0.29,19.79 ± 0.33,19.52 ± 0.41,(2.16 ± 1.47) × 10⁻¹³,(0.91 ± 0.26) × 10⁻¹²,(1.72 ± 0.45) × 10⁻¹²,(0.48 ± 0.13) × 10⁻¹²,(2.27 ± 0.7) × 10⁻¹³,(3.16 ± 1.19) × 10⁻¹³
PKS 0235+164,00030880045,55162.94,39.66221,16.61647,2 38 38.9304,16 36 59.292,19.36 ± 0.47,20.8 ± 1.28,19.3 ± 0.79,19.35 ± 0.38,21.15 ± 0.88,21.62 ± 2.17,(3.16 ± 1.38) × 10⁻¹³,(1.83 ± 2.15) × 10⁻¹³,(0.49 ± 0.35) × 10⁻¹²,(3.06 ± 1.06) × 10⁻¹³,(0.65 ± 0.53) × 10⁻¹³,(0.46 ± 0.92) × 10⁻¹³
PKS 0235+164,00030880046,55169.31,39.66221,16.61647,2 38 38.9304,16 36 59.292,19.53 ± 0.44,19.38 ± 0.3,19.01 ± 0.49,20.36 ± 0.67,20.42 ± 0.38,19.65 ± 0.34,(2.7 ± 1.09) × 10⁻¹³,(0.67 ± 0.18) × 10⁻¹²,(0.63 ± 0.29) × 10⁻¹²,(1.2 ± 0.74) × 10⁻¹³,(1.27 ± 0.44) × 10⁻¹³,(2.82 ± 0.88) × 10⁻¹³
PKS 0235+164,00030880047,55176.22,39.66221,16.61647,2 38 38.9304,16 36 59.292,19.92 ± 0.66,20.16 ± 0.63,18.79 ± 0.45,19.56 ± 0.38,20.69 ± 0.51,19.99 ± 0.45,(1.89 ± 1.15) × 10⁻¹³,(0.33 ± 0.19) × 10⁻¹²,(0.78 ± 0.32) × 10⁻¹²,(2.5 ± 0.87) × 10⁻¹³,(0.99 ± 0.47) × 10⁻¹³,(2.06 ± 0.86) × 10⁻¹³
PKS 0235+164,00030880048,55190.48,39.66221,16.61647,2 38 38.9304,16 36 59.292,19.59 ± 0.45,19.77 ± 0.41,20.21 ± 1.42,19.77 ± 0.41,19.53 ± 0.2,19.39 ± 0.3,(2.55 ± 1.05) × 10⁻¹³,(0.47 ± 0.18) × 10⁻¹²,(2.09 ± 2.74) × 10⁻¹³,(2.07 ± 0.78) × 10⁻¹³,(2.88 ± 0.53) × 10⁻¹³,(0.36 ± 0.1) × 10⁻¹²
